firebase-ml-vision-automl,firebase-ml-vision-automl,firebase_ml,pavelj,,18.0.5,,,,,,,,,,
firebase_ml_vision_face,firebase-ml-vision-face-model,firebase_ml,pavelj,,,,,,,,,,,,
firebase_ml_vision_barcode,firebase-ml-vision-barcode-model,firebase_ml,pavelj,,16.1.1,,,,,,,,,,
firebase_ml_vision_image_label,firebase-ml-vision-image-label-model,firebase_ml,pavelj,,,,,,,,,,,,
firebase_ml_vision_internal_vkp,firebase_ml_vision_internal_vkp,firebase_ml,pavelj,,,,,,,,,,,,
firebase-storage-api,firebase-storage,firebase_storage,mrschmidt,,19.1.1,,,,,,,,,,firebase-storage
firebase_common,firebase-common,firebase_common,ashwinraghav,,19.3.0,,,,N/A - no ref docs ever,,,,b/156484117,,firebase-common
firebase_common_ktx,firebase-common-ktx,firebase_common,ashwinraghav,,19.3.0,,,,N/A - no ref docs ever,,,,,,firebase-common:ktx
firebase_components,firebase-components,firebase_components,vkryachko,,16.0.0,,,,N/A - no ref docs ever,,,,,,firebase-components
firebase-firestore,firebase-firestore,N/A,wuandy,,21.4.3,,,,,,,,,,firebase-firestore
firebase-firestore-ktx,firebase-firestore-ktx,N/A,wuandy,,21.4.3,,,,,,,,,,firebase-firestore:ktx
gcm,play-services-gcm,gcm,ciarandowney,,17.0.0,,,,N/A - no ref docs ever,,,,,,
iid,play-services-iid,gcm,ciarandowney,,17.0.0,,,,N/A - no ref docs ever,,,,,,
firebase-iid,firebase-iid,firebase-messaging,ciarandowney,Yes - includes new functionality,20.1.7,20.1.8,ariane/4003387,cl/312775960,,,,,b/156913012,,
firebase-iid-interop,firebase-iid-interop,firebase-iid-interop,ciarandowney,,17.0.0,,,,N/A - no ref docs ever,,,,,,
firebase-messaging,firebase-messaging,firebase-messaging,ciarandowney,Yes - includes new functionality,20.1.7,20.2.0,ariane/4003387,cl/312775960,,,,,b/156914192,,
firebase-messaging-directboot,firebase-messaging-directboot,firebase-messaging,ciarandowney,Yes - includes new functionality,N/A,20.0.0,ariane/4011257,cl/312775960,,,,,b/156914991,,
appinvite,play-services-appinvite,firebase_dynamic_links,paulwroberts,,18.0.0,,,,N/A - no ref docs ever,,,,,,
firebase_dynamic_links,firebase-dynamic-links,firebase_dynamic_links,paulwroberts,,19.1.0,,,,,,,,,,
analyticsservices,play-services-analytics-impl,gtm,barretta,,17.0.0,,,,N/A - no ref docs ever,,,,,,
analyticsservices_app_library,play-services-analytics,gtm,barretta,,17.0.0,,,,N/A - no ref docs ever,,,,,,
firebase_analytics,firebase-analytics,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,cl/311634732,,,,b/156915285,,
measurement_impl,firebase-analytics-impl,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,cl/311634732,,,,b/156913746,,
measurement,play-services-measurement,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,N/A - no ref docs ever,,,,b/156918522,,
measurement_api,play-services-measurement-api,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,N/A - no ref docs ever,,,,b/156915649,,
measurement_base,play-services-measurement-base,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,N/A - no ref docs ever,,,,b/156917581,,
measurement_sdk_api,play-services-measurement-sdk-api,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,N/A - no ref docs ever,,,,b/156914930,,
measurement_sdk,play-services-measurement-sdk,measurement,dhm,Yes - bug fixes only,17.4.1,17.4.2,Patch release,cl/311577458,N/A - no ref docs ever,,,,b/156917002,,
tagmanager,play-services-tagmanager,gtm,eburley,,17.0.0,,,,N/A - no ref docs ever,,,,,,
tagmanager-api,play-services-tagmanager-api,gtm,eburley,,17.0.0,,,,N/A - no ref docs ever,,,,,,
tagmanager_legacy,play-services-tagmanager-v4-impl,gtm,eburley,,17.0.0,,,,N/A - no ref docs ever,,,,,,
measurement_connector,firebase-measurement-connector,measurement_connector,dhm,,18.0.0,,,,N/A - no ref docs ever,,,,,,
firebase_ads,firebase-ads,,ashwinraghav,,19.1.0,,,,,,,,,,
firebase_ads_lite,firebase-ads-lite,,ashwinraghav,,19.1.0,,,,,,,,,,
clearcut,play-services-clearcut,clearcut,eworoshow,,17.0.0,,,,N/A - no ref docs ever,,,,,,
firebase_abt,firebase-abt,firebase_abt,welkinlan,,19.0.1,,,N/A - no release notes ever,N/A - no ref docs ever,,,,,,firebase-abt
firebase-database-collection,firebase-database-collection,firebase-database-collection,mrschmidt,,17.0.1,,,,N/A - no ref docs ever,,,,,,firebase-database-collection
crash,firebase-crash,crash,tdeshpande,,16.2.1,,,,,,,,,,
firebase-perf,firebase-perf,firebase-perf,jamxl,,19.0.7,,,,,,,,,,
phenotype,play-services-phenotype,phenotype,eworoshow,,17.0.0,,,,N/A - no ref docs ever,,,,,,
firebase_remote_config,firebase-config,firebase_remote_config,danasilver,,19.1.4,,Not required,,,,,,,,firebase-config
firebase_remote_config_ktx,firebase-config-ktx,firebase_remote_config_ktx,danasilver,,19.1.4,,Not required,,,,,,,,firebase-config:ktx
functions,firebase-functions,N/A,klimt,,19.0.2,,,,,,,,,,firebase-functions
functions-ktx,firebase-functions-ktx,N/A,klimt,,19.0.2,,,,,,,,,,firebase-functions:ktx
firebase_core,firebase-core,firebase_core,ashwinraghav,,17.4.1,,,,N/A - no ref docs ever,,,,,,
firebase_invites,firebase-invites,firebase-invites,ciarandowney,,17.0.0,,,,,,,,,,
protolite-well-known-types,protolite-well-known-types,,ashwinraghav,,17.0.0,,,,N/A - no ref docs ever,,,,,,protolite-well-known-types
vision_image_label_impl,firebase-ml-vision-image-label-model,vision,pavelj,,20.0.1,,,,,,,,,,
vision_face_impl,firebase-ml-vision-face-model,vision,pavelj,,20.0.1,,,,,,,,,,
vision,play-services-vision,vision,pavelj,,20.0.0,,,,,,,,,,
vision_common,play-services-vision-common,vision,pavelj,,19.0.2,,,,,,,,,,
vision_image_label,play-services-vision-image-label,vision,pavelj,,18.0.3,,,,,,,,,,
icing,firebase-appindexing,icing,cassiewang,,19.1.0,,,,,,,,,,
firebase-inappmessaging,firebase-inappmessaging,N/A,jheron,Yes - bug fixes only,19.0.6,19.0.7,,,,,,,b/156477878,,firebase-inappmessaging
firebase-inappmessaging-ktx,firebase-inappmessaging-ktx,N/A,jheron,Yes - bug fixes only,19.0.6,19.0.7,,,,,,,b/156477825,,firebase-inappmessaging:ktx
firebase-inappmessaging-display,firebase-inappmessaging-display,N/A,jheron,Yes - bug fixes only,19.0.6,19.0.7,,,,,,,b/156477512,,firebase-inappmessaging-display
firebase-inappmessaging-display-ktx,firebase-inappmessaging-display-ktx,N/A,jheron,Yes - bug fixes only,19.0.6,19.0.7,,,,,,,b/156477671,,firebase-inappmessaging-display:ktx
google-services plugin ,n/a,n/a,davidmotson,,,,,,,,,,,,
strict-version-matcher,n/a,n/a,davidmotson,,,,,,,,,,,,
firebase-datatransport,firebase-datatransport,n/a,vkryachko,,17.0.5,,,,,,,,,,firebase-datatransport
transport-runtime,transport-runtime,n/a,vkryachko,,2.2.2,,,,,,,,,,transport:transport-runtime
transport-backend-cct,transport-backend-cct,n/a,vkryachko,,2.2.2,,,,,,,,,,transport:transport-backend-cct
transport-api,transport-api,n/a,vkryachko,,2.2.0,,,,,,,,,,transport:transport-api
firebase-encoders-json,firebase-encoders-json,n/a,rlazo,,16.1.0,,,,,,,,,,encoders:firebase-encoders-json
firebase-crashlytics,firebase-crashlytics,firebase-crashlytics,mrwillis,,17.0.0,,,,,,,,,,firebase-crashlytics
firebase-crashlytics-ndk,firebase-crashlytics-ndk,firebase-crashlytics-ndk,mrwillis,,17.0.0,,,,,,,,,,firebase-crashlytics-ndk
crashlytics-gradle,crashlytics-gradle,n/a,marcrichards,Yes - bug fixes only,2.1.0,2.1.1,,cl/312479899,,,,b/157075156,b/156915070,,
firebase-installations,firebase-installations,,andirayo,Yes - bug fixes only,16.3.0,16.3.1,,cl/312099734,,,,,b/156476974,,firebase-installations
firebase-installations-interop,firebase-installations-interop,,andirayo,,16.0.0,,,,,,,,,,firebase-installations-interop
